
02.10.2021 23:08:05.506 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.052 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.058 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.066 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.072 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.078 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.085 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.094 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.100 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.106 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.113 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.120 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.127 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.134 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.144 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.149 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.155 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.162 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.171 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.178 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.185 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.192 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.200 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.206 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.213 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.221 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.234 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.242 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.250 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.257 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.264 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.271 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.279 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.288 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.297 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.305 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.315 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.322 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.329 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.337 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.346 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.355 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.363 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.373 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.380 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.387 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.393 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.399 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.406 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.418 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.424 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.432 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.438 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.445 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.454 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.462 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.469 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.475 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.483 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.490 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.496 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.509 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.516 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.522 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.529 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.538 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.546 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.556 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.563 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.571 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.579 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.589 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.606 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.618 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.627 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.634 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.641 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.649 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.657 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.664 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.671 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.679 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.687 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.696 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.708 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.714 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.722 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.729 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.740 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.747 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.754 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.763 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.771 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.779 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.785 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.792 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.800 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.806 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.817 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.823 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.830 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.837 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.844 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.850 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.856 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.863 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.871 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.877 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.883 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.889 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.896 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.904 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.912 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.920 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.928 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.936 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.942 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.951 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.959 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.965 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.971 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.979 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.988 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:07.996 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.006 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.016 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.022 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.031 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.037 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.053 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.059 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.066 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.072 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.079 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.086 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.091 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.102 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.113 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.121 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.127 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.133 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.139 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.148 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.155 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.162 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.171 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.179 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.188 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.196 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.204 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.212 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.220 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.229 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.239 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.246 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.254 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.263 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.270 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.277 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.283 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.294 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.300 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.306 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.313 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.321 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.329 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.340 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.347 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.355 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.363 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.370 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.383 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.391 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.401 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.408 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.415 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.423 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.430 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.438 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.446 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.454 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.462 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.473 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.480 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.487 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.496 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.504 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.511 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.517 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.527 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.533 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
